Player,Team,Conference,Date,Position,Height,Weight,Age,Draft Year,Seasons in league,Season,Season short,Pre-draft Team,Real_value,Height CM,Weight KG,Last Season
Baron Davis,New Orleans Hornets,East,"Nov 2, 2003",G,6'3,215,24,1999,4,2003-2004,2004,UCLA,0.5,190,97,0
Rashard Lewis,Seattle SuperSonics,West,"Nov 2, 2003",F,6'10,235,24,1998,5,2003-2004,2004,Alief Elsik High School (Texas),0.5,208,106,0
Tracy McGrady,Orlando Magic,East,"Apr 13, 2003",GF,6'8,210,23,1997,5,2002-2003,2003,Mt. Zion Christian Academy (North Carolina),0.5,203,95,0
Shawn Marion,Phoenix Suns,West,"Apr 13, 2003",F,6'7,228,24,1999,3,2002-2003,2003,UNLV,0.5,201,103,0
Jason Kidd,New Jersey Nets,East,"Apr 6, 2003",PG,6'4,210,29,1994,8,2002-2003,2003,California,0.5,193,95,0
Shaquille O'Neal,Los Angeles Lakers,West,"Apr 6, 2003",C,7'1,325,30,1992,10,2002-2003,2003,LSU,0.5,216,147,0
Richard Jefferson,New Jersey Nets,East,"Mar 30, 2003",SF,6'7,233,22,2001,1,2002-2003,2003,Arizona,0.5,201,105,0
Tim Duncan,San Antonio Spurs,West,"Mar 30, 2003",FC,6'11,250,26,1997,5,2002-2003,2003,Wake Forest,0.5,211,113,0
Ben Wallace,Detroit Pistons,East,"Mar 23, 2003",FC,6'9,240,28,1996,6,2002-2003,2003,Virginia Union,0.5,206,108,0
Peja Stojakovic,Sacramento Kings,West,"Mar 23, 2003",F,6'10,229,25,1996,4,2002-2003,2003,PAOK BC (Greece),0.5,208,103,0
Allen Iverson,Philadelphia Sixers,East,"Mar 16, 2003",G,6'0,165,27,1996,6,2002-2003,2003,Georgetown,0.5,183,74,0
Steve Francis,Houston Rockets,West,"Mar 16, 2003",G,6'3,195,26,1999,3,2002-2003,2003,Maryland,0.5,190,88,0
Tracy McGrady,Orlando Magic,East,"Mar 9, 2003",GF,6'8,210,23,1997,5,2002-2003,2003,Mt. Zion Christian Academy (North Carolina),0.5,203,95,0
Shaquille O'Neal,Los Angeles Lakers,West,"Mar 9, 2003",C,7'1,325,30,1992,10,2002-2003,2003,LSU,0.5,216,147,0
Michael Jordan,Washington Wizards,East,"Mar 2, 2003",SG,6'6,215,40,1984,14,2002-2003,2003,North Carolina,0.5,198,97,0
Ray Allen,Seattle SuperSonics,West,"Mar 2, 2003",SG,6'5,205,27,1996,6,2002-2003,2003,Connecticut,0.5,196,93,0
Tracy McGrady,Orlando Magic,East,"Feb 23, 2003",GF,6'8,210,23,1997,5,2002-2003,2003,Mt. Zion Christian Academy (North Carolina),0.5,203,95,0
Kobe Bryant,Los Angeles Lakers,West,"Feb 23, 2003",SG,6'6,212,24,1996,6,2002-2003,2003,Lower Merion High School (Pennsylvania),0.5,198,96,0
Allan Houston,New York Knicks,East,"Feb 16, 2003",G,6'6,205,31,1993,9,2002-2003,2003,Tennessee,0.5,198,93,0
Tim Duncan,San Antonio Spurs,West,"Feb 16, 2003",FC,6'11,250,26,1997,5,2002-2003,2003,Wake Forest,0.5,211,113,0
Chauncey Billups,Detroit Pistons,East,"Feb 2, 2003",G,6'3,210,26,1997,5,2002-2003,2003,Colorado,0.5,190,95,0
Kobe Bryant,Los Angeles Lakers,West,"Feb 2, 2003",SG,6'6,212,24,1996,6,2002-2003,2003,Lower Merion High School (Pennsylvania),0.5,198,96,0
Paul Pierce,Boston Celtics,East,"Jan 26, 2003",SF,6'7,235,25,1998,4,2002-2003,2003,Kansas,0.5,201,106,0
Tim Duncan,San Antonio Spurs,West,"Jan 26, 2003",FC,6'11,250,26,1997,5,2002-2003,2003,Wake Forest,0.5,211,113,0
Antoine Walker,Boston Celtics,East,"Jan 19, 2003",F,6'9,265,26,1996,6,2002-2003,2003,Kentucky,0.5,206,120,0
Steve Francis,Houston Rockets,West,"Jan 19, 2003",G,6'3,195,26,1999,3,2002-2003,2003,Maryland,0.5,190,88,0
Jermaine O'Neal,Indiana Pacers,East,"Jan 12, 2003",FC,6'11,235,24,1996,6,2002-2003,2003,Eau Claire High School (South Carolina),0.5,211,106,0
Kobe Bryant,Los Angeles Lakers,West,"Jan 12, 2003",SG,6'6,212,24,1996,6,2002-2003,2003,Lower Merion High School (Pennsylvania),0.5,198,96,0
Stephon Marbury,Phoenix Suns,West,"Jan 12, 2003",G,6'2,180,26,1996,6,2002-2003,2003,Georgia Tech,0.5,188,81,0
Michael Jordan,Washington Wizards,East,"Jan 5, 2003",SG,6'6,215,40,1984,14,2002-2003,2003,North Carolina,0.5,198,97,0
Dirk Nowitzki,Dallas Mavericks,West,"Jan 5, 2003",PF,7'0,245,24,1998,4,2002-2003,2003,DJK Wurzburg (Germany),0.5,213,111,0
Lucious Harris,New Jersey Nets,East,"Dec 29, 2002",SG,6'5,190,32,1993,9,2002-2003,2003,Long Beach State,0.5,196,86,0
Tim Duncan,San Antonio Spurs,West,"Dec 29, 2002",FC,6'11,250,26,1997,5,2002-2003,2003,Wake Forest,0.5,211,113,0
Jason Kidd,New Jersey Nets,East,"Dec 22, 2002",PG,6'4,210,29,1994,8,2002-2003,2003,California,0.5,193,95,0
Tim Duncan,San Antonio Spurs,West,"Dec 22, 2002",FC,6'11,250,26,1997,5,2002-2003,2003,Wake Forest,0.5,211,113,0
Antoine Walker,Boston Celtics,East,"Dec 15, 2002",F,6'9,265,26,1996,6,2002-2003,2003,Kentucky,0.5,206,120,0
Chris Webber,Sacramento Kings,West,"Dec 15, 2002",F-C,6'9,245,29,1993,9,2002-2003,2003,Michigan,0.5,206,111,0
Paul Pierce,Boston Celtics,East,"Dec 8, 2002",SF,6'7,235,25,1998,4,2002-2003,2003,Kansas,0.5,201,106,0
Kobe Bryant,Los Angeles Lakers,West,"Dec 8, 2002",SG,6'6,212,24,1996,6,2002-2003,2003,Lower Merion High School (Pennsylvania),0.5,198,96,0
Allen Iverson,Philadelphia Sixers,East,"Dec 1, 2002",G,6'0,165,27,1996,6,2002-2003,2003,Georgetown,0.5,183,74,0
Stephon Marbury,Phoenix Suns,West,"Dec 1, 2002",G,6'2,180,26,1996,6,2002-2003,2003,Georgia Tech,0.5,188,81,0
Allen Iverson,Philadelphia Sixers,East,"Nov 24, 2002",G,6'0,165,27,1996,6,2002-2003,2003,Georgetown,0.5,183,74,0
Kevin Garnett,Minnesota Timberwolves,West,"Nov 24, 2002",PF,6'11,240,26,1995,7,2002-2003,2003,Farragut Career Academy (Illinois),0.5,211,108,0
Metta World Peace,Indiana Pacers,East,"Nov 17, 2002",SF,6'7,260,23,1999,3,2002-2003,2003,St. John's,0.5,201,118,0
Rashard Lewis,Seattle SuperSonics,West,"Nov 17, 2002",F,6'10,235,23,1998,4,2002-2003,2003,Alief Elsik High School (Texas),0.5,208,106,0
Jerry Stackhouse,Washington Wizards,East,"Nov 10, 2002",SF,6'6,218,28,1995,7,2002-2003,2003,North Carolina,0.5,198,98,0
Dirk Nowitzki,Dallas Mavericks,West,"Nov 10, 2002",PF,7'0,245,24,1998,4,2002-2003,2003,DJK Wurzburg (Germany),0.5,213,111,0
Glenn Robinson,Atlanta Hawks,East,"Nov 3, 2002",SF,6'7,225,30,1994,8,2002-2003,2003,Purdue,0.5,201,102,0
Kobe Bryant,Los Angeles Lakers,West,"Nov 3, 2002",SG,6'6,212,24,1996,6,2002-2003,2003,Lower Merion High School (Pennsylvania),0.5,198,96,0
Paul Pierce,Boston Celtics,East,"Apr 7, 2002",SF,6'7,235,24,1998,3,2001-2002,2002,Kansas,0.5,201,106,0
Tim Duncan,San Antonio Spurs,West,"Apr 7, 2002",FC,6'11,250,25,1997,4,2001-2002,2002,Wake Forest,0.5,211,113,0
Ben Wallace,Detroit Pistons,East,"Mar 31, 2002",FC,6'9,240,27,1996,5,2001-2002,2002,Virginia Union,0.5,206,108,0
Shawn Marion,Phoenix Suns,West,"Mar 31, 2002",F,6'7,228,23,1999,2,2001-2002,2002,UNLV,0.5,201,103,0
Jason Kidd,New Jersey Nets,East,"Mar 24, 2002",PG,6'4,210,28,1994,7,2001-2002,2002,California,0.5,193,95,0
Tim Duncan,San Antonio Spurs,West,"Mar 24, 2002",FC,6'11,250,25,1997,4,2001-2002,2002,Wake Forest,0.5,211,113,0
Tracy McGrady,Orlando Magic,East,"Mar 17, 2002",GF,6'8,210,22,1997,4,2001-2002,2002,Mt. Zion Christian Academy (North Carolina),0.5,203,95,0
Tim Duncan,San Antonio Spurs,West,"Mar 17, 2002",FC,6'11,250,25,1997,4,2001-2002,2002,Wake Forest,0.5,211,113,0
Kurt Thomas,New York Knicks,East,"Mar 10, 2002",FC,6'9,240,29,1995,6,2001-2002,2002,Texas Christian,0.5,206,108,0
Shaquille O'Neal,Los Angeles Lakers,West,"Mar 10, 2002",C,7'1,325,29,1992,9,2001-2002,2002,LSU,0.5,216,147,0
Allen Iverson,Philadelphia Sixers,East,"Mar 3, 2002",G,6'0,165,26,1996,5,2001-2002,2002,Georgetown,0.5,183,74,0
Rasheed Wallace,Portland Trail Blazers,West,"Mar 3, 2002",FC,6'11,230,27,1995,6,2001-2002,2002,North Carolina,0.5,211,104,0
Ben Wallace,Detroit Pistons,East,"Feb 24, 2002",FC,6'9,240,27,1996,5,2001-2002,2002,Virginia Union,0.5,206,108,0
Shaquille O'Neal,Los Angeles Lakers,West,"Feb 24, 2002",C,7'1,325,29,1992,9,2001-2002,2002,LSU,0.5,216,147,0
Andre Miller,Cleveland Cavaliers,East,"Feb 17, 2002",PG,6'3,200,25,1999,2,2001-2002,2002,Utah,0.5,190,90,0
Karl Malone,Utah Jazz,West,"Feb 17, 2002",PF,6'9,265,38,1985,16,2001-2002,2002,Louisiana Tech,0.5,206,120,0
Jason Kidd,New Jersey Nets,East,"Feb 3, 2002",PG,6'4,210,28,1994,7,2001-2002,2002,California,0.5,193,95,0
Shaquille O'Neal,Los Angeles Lakers,West,"Feb 3, 2002",C,7'1,325,29,1992,9,2001-2002,2002,LSU,0.5,216,147,0
Allen Iverson,Philadelphia Sixers,East,"Jan 27, 2002",G,6'0,165,26,1996,5,2001-2002,2002,Georgetown,0.5,183,74,0
Dirk Nowitzki,Dallas Mavericks,West,"Jan 27, 2002",PF,7'0,245,23,1998,3,2001-2002,2002,DJK Wurzburg (Germany),0.5,213,111,0
Allen Iverson,Philadelphia Sixers,East,"Jan 20, 2002",G,6'0,165,26,1996,5,2001-2002,2002,Georgetown,0.5,183,74,0
Kobe Bryant,Los Angeles Lakers,West,"Jan 20, 2002",SG,6'6,212,23,1996,5,2001-2002,2002,Lower Merion High School (Pennsylvania),0.5,198,96,0
Ray Allen,Milwaukee Bucks,East,"Jan 13, 2002",SG,6'5,205,26,1996,5,2001-2002,2002,Connecticut,0.5,196,93,0
Kevin Garnett,Minnesota Timberwolves,West,"Jan 13, 2002",PF,6'11,240,25,1995,6,2001-2002,2002,Farragut Career Academy (Illinois),0.5,211,108,0
Eddie Jones,Miami Heat,East,"Jan 6, 2002",G-F,6'6,200,30,1994,7,2001-2002,2002,Temple,0.5,198,90,0
Chris Webber,Sacramento Kings,West,"Jan 6, 2002",F-C,6'9,245,28,1993,8,2001-2002,2002,Michigan,0.5,206,111,0
Jason Kidd,New Jersey Nets,East,"Dec 30, 2001",PG,6'4,210,28,1994,7,2001-2002,2002,California,0.5,193,95,0
Tim Duncan,San Antonio Spurs,West,"Dec 30, 2001",FC,6'11,250,25,1997,4,2001-2002,2002,Wake Forest,0.5,211,113,0
Jermaine O'Neal,Indiana Pacers,East,"Dec 23, 2001",FC,6'11,235,23,1996,5,2001-2002,2002,Eau Claire High School (South Carolina),0.5,211,106,0
Gary Payton,Seattle SuperSonics,West,"Dec 23, 2001",G,6'4,180,33,1990,11,2001-2002,2002,Oregon State,0.5,193,81,0
Richard Hamilton,Washington Wizards,East,"Dec 16, 2001",SG,6'7,193,24,1999,2,2001-2002,2002,Connecticut,0.5,201,87,0
Steve Nash,Dallas Mavericks,West,"Dec 16, 2001",G,6'3,178,28,1996,5,2001-2002,2002,Santa Clara,0.5,190,80,0
Andre Miller,Cleveland Cavaliers,East,"Dec 9, 2001",PG,6'3,200,25,1999,2,2001-2002,2002,Utah,0.5,190,90,0
Elton Brand,Los Angeles Clippers,West,"Dec 9, 2001",PF,6'9,254,22,1999,2,2001-2002,2002,Duke,0.5,206,115,0
Paul Pierce,Boston Celtics,East,"Dec 2, 2001",SF,6'7,235,24,1998,3,2001-2002,2002,Kansas,0.5,201,106,0
Stephon Marbury,Phoenix Suns,West,"Dec 2, 2001",G,6'2,180,25,1996,5,2001-2002,2002,Georgia Tech,0.5,188,81,0
Shareef Abdur-Rahim,Atlanta Hawks,East,"Nov 25, 2001",F,6'9,225,25,1996,5,2001-2002,2002,California,0.5,206,102,0
Tim Duncan,San Antonio Spurs,West,"Nov 25, 2001",FC,6'11,250,25,1997,4,2001-2002,2002,Wake Forest,0.5,211,113,0
Allen Iverson,Philadelphia Sixers,East,"Nov 18, 2001",G,6'0,165,26,1996,5,2001-2002,2002,Georgetown,0.5,183,74,0
Kevin Garnett,Minnesota Timberwolves,West,"Nov 18, 2001",PF,6'11,240,25,1995,6,2001-2002,2002,Farragut Career Academy (Illinois),0.5,211,108,0
Vince Carter,Toronto Raptors,East,"Nov 11, 2001",SF,6'6,220,25,1998,3,2001-2002,2002,North Carolina,0.5,198,99,0
Tim Duncan,San Antonio Spurs,West,"Nov 11, 2001",FC,6'11,250,25,1997,4,2001-2002,2002,Wake Forest,0.5,211,113,0
Ray Allen,Milwaukee Bucks,East,"Nov 4, 2001",SG,6'5,205,26,1996,5,2001-2002,2002,Connecticut,0.5,196,93,0
Kobe Bryant,Los Angeles Lakers,West,"Nov 4, 2001",SG,6'6,212,23,1996,5,2001-2002,2002,Lower Merion High School (Pennsylvania),0.5,198,96,0
Ray Allen,Milwaukee Bucks,,"Apr 15, 2001",SG,6'5,205,25,1996,4,2000-2001,2001,Connecticut,1,196,93,0
Shaquille O'Neal,Los Angeles Lakers,,"Apr 8, 2001",C,7'1,325,28,1992,8,2000-2001,2001,LSU,1,216,147,0
Jason Kidd,Phoenix Suns,,"Apr 1, 2001",PG,6'4,210,27,1994,6,2000-2001,2001,California,1,193,95,0
Paul Pierce,Boston Celtics,,"Mar 25, 2001",SF,6'7,235,23,1998,2,2000-2001,2001,Kansas,1,201,106,0
Cuttino Mobley,Houston Rockets,,"Mar 18, 2001",G,6'4,190,25,1998,2,2000-2001,2001,Rhode Island,1,193,86,0
Derek Anderson,San Antonio Spurs,,"Mar 11, 2001",G,6'5,194,26,1997,3,2000-2001,2001,Kentucky,1,196,88,0
Vince Carter,Toronto Raptors,,"Mar 4, 2001",SF,6'6,220,24,1998,2,2000-2001,2001,North Carolina,1,198,99,0
Shawn Marion,Phoenix Suns,,"Feb 25, 2001",F,6'7,228,22,1999,1,2000-2001,2001,UNLV,1,201,103,0
Allen Iverson,Philadelphia Sixers,,"Feb 18, 2001",G,6'0,165,25,1996,4,2000-2001,2001,Georgetown,1,183,74,0
Darrell Armstrong,Orlando Magic,,"Feb 4, 2001",PG,6'0,170,32,1991,6,2000-2001,2001,Fayetteville State,1,183,77,0
Tim Duncan,San Antonio Spurs,,"Jan 28, 2001",FC,6'11,250,24,1997,3,2000-2001,2001,Wake Forest,1,211,113,0
Chris Webber,Sacramento Kings,,"Jan 22, 2001",F-C,6'9,245,28,1993,7,2000-2001,2001,Michigan,1,206,111,0
Steve Francis,Houston Rockets,,"Jan 14, 2001",G,6'3,195,24,1999,1,2000-2001,2001,Maryland,1,190,88,0
Allen Iverson,Philadelphia Sixers,,"Jan 7, 2001",G,6'0,165,25,1996,4,2000-2001,2001,Georgetown,1,183,74,0
Aaron McKie,Philadelphia Sixers,,"Dec 31, 2000",G,6'5,209,28,1994,6,2000-2001,2001,Temple,1,196,94,0
Kobe Bryant,Los Angeles Lakers,,"Dec 24, 2000",SG,6'6,212,22,1996,4,2000-2001,2001,Lower Merion High School (Pennsylvania),1,198,96,0
Glenn Robinson,Milwaukee Bucks,,"Dec 17, 2000",SF,6'7,225,28,1994,6,2000-2001,2001,Purdue,1,201,102,0
Chris Webber,Sacramento Kings,,"Dec 10, 2000",F-C,6'9,245,28,1993,7,2000-2001,2001,Michigan,1,206,111,0
Antonio McDyess,Denver Nuggets,,"Dec 3, 2000",F,6'9,245,26,1995,5,2000-2001,2001,Alabama,1,206,111,0
Baron Davis,Charlotte Hornets,,"Nov 26, 2000",G,6'3,215,21,1999,1,2000-2001,2001,UCLA,1,190,97,0
Kevin Garnett,Minnesota Timberwolves,,"Nov 19, 2000",PF,6'11,240,24,1995,5,2000-2001,2001,Farragut Career Academy (Illinois),1,211,108,0
Stephon Marbury,New Jersey Nets,,"Nov 12, 2000",G,6'2,180,24,1996,4,2000-2001,2001,Georgia Tech,1,188,81,0
Karl Malone,Utah Jazz,,"Nov 6, 2000",PF,6'9,265,37,1985,15,2000-2001,2001,Louisiana Tech,1,206,120,0
John Stockton,Utah Jazz,,"Nov 6, 2000",PG,6'1,170,38,1984,16,2000-2001,2001,Gonzaga,1,185,77,0
Kobe Bryant,Los Angeles Lakers,,"Apr 17, 2000",SG,6'6,212,21,1996,3,1999-2000,2000,Lower Merion High School (Pennsylvania),1,198,96,0
Alonzo Mourning,Miami Heat,,"Apr 10, 2000",C,6'10,240,30,1992,7,1999-2000,2000,Georgetown,1,208,108,0
Tim Duncan,San Antonio Spurs,,"Apr 3, 2000",FC,6'11,250,23,1997,2,1999-2000,2000,Wake Forest,1,211,113,0
Kevin Garnett,Minnesota Timberwolves,,"Mar 27, 2000",PF,6'11,240,23,1995,4,1999-2000,2000,Farragut Career Academy (Illinois),1,211,108,0
Jalen Rose,Indiana Pacers,,"Mar 20, 2000",G,6'8,210,27,1994,5,1999-2000,2000,Michigan,1,203,95,0
Shaquille O'Neal,Los Angeles Lakers,,"Mar 13, 2000",C,7'1,325,27,1992,7,1999-2000,2000,LSU,1,216,147,0
Karl Malone,Utah Jazz,,"Mar 6, 2000",PF,6'9,265,36,1985,14,1999-2000,2000,Louisiana Tech,1,206,120,0
Vince Carter,Toronto Raptors,,"Feb 28, 2000",SF,6'6,220,23,1998,1,1999-2000,2000,North Carolina,1,198,99,0
Shaquille O'Neal,Los Angeles Lakers,,"Feb 22, 2000",C,7'1,325,27,1992,7,1999-2000,2000,LSU,1,216,147,0
Michael Finley,Dallas Mavericks,,"Feb 7, 2000",G-F,6'7,225,26,1995,4,1999-2000,2000,Wisconsin,1,201,102,0
Dikembe Mutombo,Atlanta Hawks,,"Jan 31, 2000",C,7'2,260,33,1991,8,1999-2000,2000,Georgetown,1,218,118,0
Steve Francis,Houston Rockets,,"Jan 24, 2000",G,6'3,195,23,1999,0,1999-2000,2000,Maryland,1,190,88,0
Chris Webber,Sacramento Kings,,"Jan 17, 2000",F-C,6'9,245,27,1993,6,1999-2000,2000,Michigan,1,206,111,0
Grant Hill,Detroit Pistons,,"Jan 10, 2000",SF,6'8,225,27,1994,5,1999-2000,2000,Duke,1,203,102,0
Chris Webber,Sacramento Kings,,"Jan 3, 2000",F-C,6'9,245,27,1993,6,1999-2000,2000,Michigan,1,206,111,0
Kevin Garnett,Minnesota Timberwolves,,"Dec 27, 1999",PF,6'11,240,23,1995,4,1999-2000,2000,Farragut Career Academy (Illinois),1,211,108,0
Jason Kidd,Phoenix Suns,,"Dec 20, 1999",PG,6'4,210,26,1994,5,1999-2000,2000,California,1,193,95,0
Alonzo Mourning,Miami Heat,,"Dec 13, 1999",C,6'10,240,30,1992,7,1999-2000,2000,Georgetown,1,208,108,0
Shaquille O'Neal,Los Angeles Lakers,,"Dec 5, 1999",C,7'1,325,27,1992,7,1999-2000,2000,LSU,1,216,147,0
Tim Duncan,San Antonio Spurs,,"Nov 28, 1999",FC,6'11,250,23,1997,2,1999-2000,2000,Wake Forest,1,211,113,0
Vince Carter,Toronto Raptors,,"Nov 21, 1999",SF,6'6,220,23,1998,1,1999-2000,2000,North Carolina,1,198,99,0
Kevin Garnett,Minnesota Timberwolves,,"Nov 14, 1999",PF,6'11,240,23,1995,4,1999-2000,2000,Farragut Career Academy (Illinois),1,211,108,0
Sam Cassell,Milwaukee Bucks,,"Nov 7, 1999",G,6'3,185,30,1993,6,1999-2000,2000,Florida State,1,190,83,0
Grant Hill,Detroit Pistons,,"May 2, 1999",SF,6'8,225,26,1994,4,1998-1999,1999,Duke,1,203,102,0
Chris Webber,Sacramento Kings,,"Apr 25, 1999",F-C,6'9,245,25,1993,5,1998-1999,1999,Michigan,1,206,111,0
Jason Kidd,Phoenix Suns,,"Apr 18, 1999",PG,6'4,210,25,1994,4,1998-1999,1999,California,1,193,95,0
Karl Malone,Utah Jazz,,"Apr 11, 1999",PF,6'9,265,35,1985,13,1998-1999,1999,Louisiana Tech,1,206,120,0
Kevin Garnett,Minnesota Timberwolves,,"Apr 4, 1999",PF,6'11,240,22,1995,3,1998-1999,1999,Farragut Career Academy (Illinois),1,211,108,0
Darrell Armstrong,Orlando Magic,,"Mar 28, 1999",PG,6'0,170,30,1991,4,1998-1999,1999,Fayetteville State,1,183,77,0
Vince Carter,Toronto Raptors,,"Mar 21, 1999",SF,6'6,220,22,1998,0,1998-1999,1999,North Carolina,1,198,99,0
Alonzo Mourning,Miami Heat,,"Mar 14, 1999",C,6'10,240,29,1992,6,1998-1999,1999,Georgetown,1,208,108,0
Tim Duncan,San Antonio Spurs,,"Mar 7, 1999",FC,6'11,250,22,1997,1,1998-1999,1999,Wake Forest,1,211,113,0
Antonio McDyess,Denver Nuggets,,"Feb 28, 1999",F,6'9,245,24,1995,3,1998-1999,1999,Alabama,1,206,111,0
Stephon Marbury,Minnesota Timberwolves,,"Feb 21, 1999",G,6'2,180,22,1996,2,1998-1999,1999,Georgia Tech,1,188,81,0
Gary Payton,Seattle SuperSonics,,"Feb 14, 1999",G,6'4,180,30,1990,8,1998-1999,1999,Oregon State,1,193,81,0
Dikembe Mutombo,Atlanta Hawks,,"Feb 7, 1999",C,7'2,260,32,1991,7,1998-1999,1999,Georgetown,1,218,118,0
Jason Kidd,Phoenix Suns,,"Apr 19, 1998",PG,6'4,210,24,1994,3,1997-1998,1998,California,1,193,95,0
Sam Cassell,New Jersey Nets,,"Apr 12, 1998",G,6'3,185,28,1993,4,1997-1998,1998,Florida State,1,190,83,0
Michael Jordan,Chicago Bulls,,"Apr 5, 1998",SG,6'6,215,35,1984,12,1997-1998,1998,North Carolina,1,198,97,0
Alonzo Mourning,Miami Heat,,"Mar 29, 1998",C,6'10,240,28,1992,5,1997-1998,1998,Georgetown,1,208,108,0
Shaquille O'Neal,Los Angeles Lakers,,"Mar 22, 1998",C,7'1,325,25,1992,5,1997-1998,1998,LSU,1,216,147,0
Jason Kidd,Phoenix Suns,,"Mar 15, 1998",PG,6'4,210,24,1994,3,1997-1998,1998,California,1,193,95,0
Karl Malone,Utah Jazz,,"Mar 8, 1998",PF,6'9,265,34,1985,12,1997-1998,1998,Louisiana Tech,1,206,120,0
Tim Duncan,San Antonio Spurs,,"Mar 1, 1998",FC,6'11,250,21,1997,0,1997-1998,1998,Wake Forest,1,211,113,0
Nick Anderson,Orlando Magic,,"Feb 22, 1998",GF,6'6,228,30,1989,8,1997-1998,1998,Illinois,1,198,103,0
Karl Malone,Utah Jazz,,"Feb 15, 1998",PF,6'9,265,34,1985,12,1997-1998,1998,Louisiana Tech,1,206,120,0
David Robinson,San Antonio Spurs,,"Feb 1, 1998",C,7'1,250,32,1987,8,1997-1998,1998,Navy,1,216,113,0
Jayson Williams,New Jersey Nets,,"Jan 25, 1998",FC,6'10,245,30,1990,7,1997-1998,1998,St. John's,1,208,111,0
Allen Iverson,Philadelphia Sixers,,"Jan 18, 1998",G,6'0,165,22,1996,1,1997-1998,1998,Georgetown,1,183,74,0
Steve Smith,Atlanta Hawks,,"Jan 11, 1998",SG,6'7,200,28,1991,6,1997-1998,1998,Michigan State,1,201,90,0
Rik Smits,Indiana Pacers,,"Jan 4, 1998",C,7'4,250,31,1988,9,1997-1998,1998,Marist,1,224,113,0
David Robinson,San Antonio Spurs,,"Dec 28, 1997",C,7'1,250,32,1987,8,1997-1998,1998,Navy,1,216,113,0
Michael Jordan,Chicago Bulls,,"Dec 21, 1997",SG,6'6,215,35,1984,12,1997-1998,1998,North Carolina,1,198,97,0
Glen Rice,Charlotte Hornets,,"Dec 14, 1997",SF,6'8,228,30,1989,8,1997-1998,1998,Michigan,1,203,103,0
Wesley Person,Cleveland Cavaliers,,"Dec 7, 1997",SG,6'6,195,26,1994,3,1997-1998,1998,Auburn,1,198,88,0
Karl Malone,Utah Jazz,,"Nov 30, 1997",PF,6'9,265,34,1985,12,1997-1998,1998,Louisiana Tech,1,206,120,0
Michael Jordan,Chicago Bulls,,"Nov 23, 1997",SG,6'6,215,35,1984,12,1997-1998,1998,North Carolina,1,198,97,0
Shaquille O'Neal,Los Angeles Lakers,,"Nov 16, 1997",C,7'1,325,25,1992,5,1997-1998,1998,LSU,1,216,147,0
Dikembe Mutombo,Atlanta Hawks,,"Nov 9, 1997",C,7'2,260,31,1991,6,1997-1998,1998,Georgetown,1,218,118,0
Chris Webber,Washington Bullets,,"Apr 20, 1997",F-C,6'9,245,24,1993,3,1996-1997,1997,Michigan,1,206,111,0
Allen Iverson,Philadelphia Sixers,,"Apr 13, 1997",G,6'0,165,21,1996,0,1996-1997,1997,Georgetown,1,183,74,0
Grant Hill,Detroit Pistons,,"Apr 6, 1997",SF,6'8,225,24,1994,2,1996-1997,1997,Duke,1,203,102,0
Kevin Johnson,Phoenix Suns,,"Mar 30, 1997",PG,6'1,180,30,1987,9,1996-1997,1997,California,1,185,81,0
Karl Malone,Utah Jazz,,"Mar 23, 1997",PF,6'9,265,33,1985,11,1996-1997,1997,Louisiana Tech,1,206,120,0
Karl Malone,Utah Jazz,,"Mar 16, 1997",PF,6'9,265,33,1985,11,1996-1997,1997,Louisiana Tech,1,206,120,0
Patrick Ewing,New York Knicks,,"Mar 9, 1997",C,7'0,240,34,1985,11,1996-1997,1997,Georgetown,1,213,108,0
Loy Vaught,Los Angeles Clippers,,"Mar 2, 1997",PF,6'9,230,30,1990,6,1996-1997,1997,Michigan,1,206,104,0
Scottie Pippen,Chicago Bulls,,"Feb 23, 1997",SF,6'8,228,31,1987,9,1996-1997,1997,Central Arkansas,1,203,103,0
Alonzo Mourning,Miami Heat,,"Feb 16, 1997",C,6'10,240,27,1992,4,1996-1997,1997,Georgetown,1,208,108,0
Glen Rice,Charlotte Hornets,,"Feb 2, 1997",SF,6'8,228,29,1989,7,1996-1997,1997,Michigan,1,203,103,0
Mitch Richmond,Sacramento Kings,,"Jan 26, 1997",SG,6'5,215,31,1988,8,1996-1997,1997,Kansas State,1,196,97,0
Grant Hill,Detroit Pistons,,"Jan 19, 1997",SF,6'8,225,24,1994,2,1996-1997,1997,Duke,1,203,102,0
Glenn Robinson,Milwaukee Bucks,,"Jan 12, 1997",SF,6'7,225,24,1994,2,1996-1997,1997,Purdue,1,201,102,0
Glen Rice,Charlotte Hornets,,"Jan 5, 1997",SF,6'8,228,29,1989,7,1996-1997,1997,Michigan,1,203,103,0
Tim Hardaway,Miami Heat,,"Dec 29, 1996",PG,6'0,175,30,1989,7,1996-1997,1997,UTEP,1,183,79,0
Terrell Brandon,Cleveland Cavaliers,,"Dec 22, 1996",PG,5'11,180,26,1991,5,1996-1997,1997,Oregon,1,180,81,0
Shaquille O'Neal,Los Angeles Lakers,,"Dec 15, 1996",C,7'1,325,24,1992,4,1996-1997,1997,LSU,1,216,147,0
Terry Mills,Detroit Pistons,,"Dec 8, 1996",PF,6'10,230,29,1990,6,1996-1997,1997,Michigan,1,208,104,0
